25-11-04 18:57:14 |   INFO   |        HTTP_CLIENT        | Make POST request to https://api.escuelajs.co/api/v1/users
25-11-04 18:57:14 |   INFO   |        HTTP_CLIENT        | Got response 201 Created from https://api.escuelajs.co/api/v1/users
25-11-04 18:57:14 |   INFO   |        HTTP_CLIENT        | Make GET request to https://api.escuelajs.co/api/v1/users/74
25-11-04 18:57:14 |   INFO   |        HTTP_CLIENT        | Got response 200 OK from https://api.escuelajs.co/api/v1/users/74
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that response status code equals to 200
25-11-04 18:57:14 |   INFO   |     USERS_ASSERTIONS      | Check user
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that "id" equals to 74
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that "name" equals to Angela
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that "role" equals to customer
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that "email" equals to walkeramanda@example.com
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that "password" equals to IF6X4jkX7o
25-11-04 18:57:14 |   INFO   |      BASE_ASSERTIONS      | Check that "avatar" equals to http://www.cochran-francis.org/search/wp-contentcategory.php
25-11-04 18:57:14 |   INFO   |    SCHEMAS_ASSERTIONS     | Validating JSON schema
