25-11-04 18:03:32 |   INFO   |        HTTP_CLIENT        | Make POST request to https://api.escuelajs.co/api/v1/users
25-11-04 18:03:32 |   INFO   |        HTTP_CLIENT        | Got response 201 Created from https://api.escuelajs.co/api/v1/users
25-11-04 18:03:32 |   INFO   |        HTTP_CLIENT        | Make GET request to https://api.escuelajs.co/api/v1/users/26
25-11-04 18:03:32 |   INFO   |        HTTP_CLIENT        | Got response 200 OK from https://api.escuelajs.co/api/v1/users/26
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that response status code equals to 200
25-11-04 18:03:32 |   INFO   |     USERS_ASSERTIONS      | Check user
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that "id" equals to 26
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that "name" equals to Jesus
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that "role" equals to customer
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that "email" equals to ihunter@example.net
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that "password" equals to v9WvgWyy4u
25-11-04 18:03:32 |   INFO   |      BASE_ASSERTIONS      | Check that "avatar" equals to http://jennings-barber.com/wp-content/categoriesmain.html
25-11-04 18:03:32 |   INFO   |    SCHEMAS_ASSERTIONS     | Validating JSON schema
