25-11-04 18:07:36 |   INFO   |        HTTP_CLIENT        | Make POST request to https://api.escuelajs.co/api/v1/users
25-11-04 18:07:37 |   INFO   |        HTTP_CLIENT        | Got response 201 Created from https://api.escuelajs.co/api/v1/users
25-11-04 18:07:37 |   INFO   |        HTTP_CLIENT        | Make PUT request to https://api.escuelajs.co/api/v1/users/52
25-11-04 18:07:37 |   INFO   |        HTTP_CLIENT        | Got response 200 OK from https://api.escuelajs.co/api/v1/users/52
25-11-04 18:07:37 |   INFO   |      BASE_ASSERTIONS      | Check that response status code equals to 200
25-11-04 18:07:37 |   INFO   |     USERS_ASSERTIONS      | Check update user response
25-11-04 18:07:37 |   INFO   |      BASE_ASSERTIONS      | Check that "name" equals to Richard
25-11-04 18:07:37 |   INFO   |      BASE_ASSERTIONS      | Check that "role" equals to admin
25-11-04 18:07:37 |   INFO   |      BASE_ASSERTIONS      | Check that "email" equals to jerryrodgers@example.com
25-11-04 18:07:37 |   INFO   |      BASE_ASSERTIONS      | Check that "password" equals to UwoxD4Yck2
25-11-04 18:07:37 |   INFO   |      BASE_ASSERTIONS      | Check that "avatar" equals to https://gutierrez.com/main/search/appmain.htm
25-11-04 18:07:37 |   INFO   |    SCHEMAS_ASSERTIONS     | Validating JSON schema
