25-11-05 10:41:56 |   INFO   |        HTTP_CLIENT        | Make POST request to https://api.escuelajs.co/api/v1/users
25-11-05 10:41:56 |   INFO   |        HTTP_CLIENT        | Got response 201 Created from https://api.escuelajs.co/api/v1/users
25-11-05 10:41:56 |   INFO   |        HTTP_CLIENT        | Make PUT request to https://api.escuelajs.co/api/v1/users/150
25-11-05 10:41:56 |   INFO   |        HTTP_CLIENT        | Got response 200 OK from https://api.escuelajs.co/api/v1/users/150
25-11-05 10:41:56 |   INFO   |      BASE_ASSERTIONS      | Check that response status code equals to 200
25-11-05 10:41:56 |   INFO   |     USERS_ASSERTIONS      | Check update user response
25-11-05 10:41:56 |   INFO   |      BASE_ASSERTIONS      | Check that "name" equals to Jeremy
25-11-05 10:41:56 |   INFO   |      BASE_ASSERTIONS      | Check that "role" equals to admin
25-11-05 10:41:56 |   INFO   |      BASE_ASSERTIONS      | Check that "email" equals to igomez@example.net
25-11-05 10:41:56 |   INFO   |      BASE_ASSERTIONS      | Check that "password" equals to in3RXtowOm
25-11-05 10:41:56 |   INFO   |      BASE_ASSERTIONS      | Check that "avatar" equals to https://www.williams.com/search/searchlogin.htm
25-11-05 10:41:56 |   INFO   |    SCHEMAS_ASSERTIONS     | Validating JSON schema
