25-11-05 10:27:40 |   INFO   |        HTTP_CLIENT        | Make POST request to https://api.escuelajs.co/api/v1/users
25-11-05 10:27:40 |   INFO   |        HTTP_CLIENT        | Got response 201 Created from https://api.escuelajs.co/api/v1/users
25-11-05 10:27:40 |   INFO   |        HTTP_CLIENT        | Make PUT request to https://api.escuelajs.co/api/v1/users/137
25-11-05 10:27:40 |   INFO   |        HTTP_CLIENT        | Got response 200 OK from https://api.escuelajs.co/api/v1/users/137
25-11-05 10:27:40 |   INFO   |      BASE_ASSERTIONS      | Check that response status code equals to 200
25-11-05 10:27:40 |   INFO   |     USERS_ASSERTIONS      | Check update user response
25-11-05 10:27:40 |   INFO   |      BASE_ASSERTIONS      | Check that "name" equals to Paul
25-11-05 10:27:40 |   INFO   |      BASE_ASSERTIONS      | Check that "role" equals to customer
25-11-05 10:27:40 |   INFO   |      BASE_ASSERTIONS      | Check that "email" equals to paigesalas@example.org
25-11-05 10:27:40 |   INFO   |      BASE_ASSERTIONS      | Check that "password" equals to 8zeYdcWntL
25-11-05 10:27:40 |   INFO   |      BASE_ASSERTIONS      | Check that "avatar" equals to https://murphy.com/search/listlogin.html
25-11-05 10:27:40 |   INFO   |    SCHEMAS_ASSERTIONS     | Validating JSON schema
